Grade,Subject,Standard Code,Category,Subcategory,Description
2,Lang/Arts,2.W.5,Writing Standards,Production and Distribution of Writing,"With guidance and support from adults and peers, focus on a topic and strengthen writing as needed by revising and editing."
2,Lang/Arts,2.W.6,Writing Standards,Production and Distribution of Writing,"With guidance and support from adults, use a variety of digital tools to produce and publish writing, including in collaboration with peers."
2,Lang/Arts,2.W.7,Writing Standards,Research to Build and Present Knowledge,"Participate in shared research and writing projects (e.g., read a number of books on a single topic to produce a report; record science observations)."
2,Lang/Arts,2.W.8,Writing Standards,Research to Build and Present Knowledge,Recall information from experiences or gather information from provided sources to answer a question.
11-12,Lang/Arts,11-12.L.1,Language Standards,,
11-12,Lang/Arts,11-12.L.1a,Language Standards,,
11-12,Lang/Arts,11-12.L.1b,Language Standards,,
11-12,Lang/Arts,11-12.L.2,Language Standards,,
11-12,Lang/Arts,11-12.L.2a,Language Standards,,
11-12,Lang/Arts,11-12.L.2b,Language Standards,,
11-12,Lang/Arts,11-12.L.3,Language Standards,,
11-12,Lang/Arts,11-12.L.3a,Language Standards,,
11-12,Lang/Arts,11-12.L.4,Language Standards,,
11-12,Lang/Arts,11-12.L.4a,Language Standards,,
11-12,Lang/Arts,11-12.L.4b,Language Standards,,
11-12,Lang/Arts,11-12.L.4c,Language Standards,,
11-12,Lang/Arts,11-12.L.4d,Language Standards,,
11-12,Lang/Arts,11-12.L.5,Language Standards,,
11-12,Lang/Arts,11-12.L.5a,Language Standards,,
11-12,Lang/Arts,11-12.L.5b,Language Standards,,
11-12,Lang/Arts,11-12.L.6,Language Standards,,
11-12,Lang/Arts,11-12.RI.1,Reading Standards for Informational Text,,
11-12,Lang/Arts,11-12.RI.2,Reading Standards for Informational Text,,
11-12,Lang/Arts,11-12.RI.3,Reading Standards for Informational Text,,
11-12,Lang/Arts,11-12.RI.4,Reading Standards for Informational Text,,
11-12,Lang/Arts,11-12.RI.5,Reading Standards for Informational Text,,
11-12,Lang/Arts,11-12.RI.6,Reading Standards for Informational Text,,
11-12,Lang/Arts,11-12.RI.7,Reading Standards for Informational Text,,
11-12,Lang/Arts,11-12.RI.8,Reading Standards for Informational Text,,
11-12,Lang/Arts,11-12.RI.9,Reading Standards for Informational Text,,
11-12,Lang/Arts,11-12.RI.10,Reading Standards for Informational Text,,
11-12,Lang/Arts,11-12.RL.1,Reading Standards for Literature,,
11-12,Lang/Arts,11-12.RL.2,Reading Standards for Literature,,
11-12,Lang/Arts,11-12.RL.3,Reading Standards for Literature,,
11-12,Lang/Arts,11-12.RL.4,Reading Standards for Literature,,
11-12,Lang/Arts,11-12.RL.5,Reading Standards for Literature,,
11-12,Lang/Arts,11-12.RL.6,Reading Standards for Literature,,
11-12,Lang/Arts,11-12.RL.7,Reading Standards for Literature,,
11-12,Lang/Arts,11-12.RL.9,Reading Standards for Literature,,
11-12,Lang/Arts,11-12.RL.10,Reading Standards for Literature,,
11-12,Lang/Arts,11-12.SL.1,Speaking and Listening Standards,,
11-12,Lang/Arts,11-12.SL.1a,Speaking and Listening Standards,,
11-12,Lang/Arts,11-12.SL.1b,Speaking and Listening Standards,,
11-12,Lang/Arts,11-12.SL.1c,Speaking and Listening Standards,,
11-12,Lang/Arts,11-12.SL.1d,Speaking and Listening Standards,,
11-12,Lang/Arts,11-12.SL.2,Speaking and Listening Standards,,
11-12,Lang/Arts,11-12.SL.3,Speaking and Listening Standards,,
11-12,Lang/Arts,11-12.SL.4,Speaking and Listening Standards,,
11-12,Lang/Arts,11-12.SL.5,Speaking and Listening Standards,,
11-12,Lang/Arts,11-12.SL.6,Speaking and Listening Standards,,
11-12,Lang/Arts,11-12.W.1,Writing Standards,,
11-12,Lang/Arts,11-12.W.1a,Writing Standards,,
11-12,Lang/Arts,11-12.W.1b,Writing Standards,,
11-12,Lang/Arts,11-12.W.1c,Writing Standards,,
11-12,Lang/Arts,11-12.W.1d,Writing Standards,,
11-12,Lang/Arts,11-12.W.1e,Writing Standards,,
11-12,Lang/Arts,11-12.W.2,Writing Standards,,
11-12,Lang/Arts,11-12.W.2a,Writing Standards,,
11-12,Lang/Arts,11-12.W.2b,Writing Standards,,
11-12,Lang/Arts,11-12.W.2c,Writing Standards,,
11-12,Lang/Arts,11-12.W.2d,Writing Standards,,
11-12,Lang/Arts,11-12.W.2e,Writing Standards,,
11-12,Lang/Arts,11-12.W.2f,Writing Standards,,
11-12,Lang/Arts,11-12.W.3,Writing Standards,,
11-12,Lang/Arts,11-12.W.3a,Writing Standards,,
11-12,Lang/Arts,11-12.W.3b,Writing Standards,,
11-12,Lang/Arts,11-12.W.3c,Writing Standards,,
11-12,Lang/Arts,11-12.W.3d,Writing Standards,,
11-12,Lang/Arts,11-12.W.3e,Writing Standards,,
11-12,Lang/Arts,11-12.W.4,Writing Standards,,
11-12,Lang/Arts,11-12.W.5,Writing Standards,,
11-12,Lang/Arts,11-12.W.6,Writing Standards,,
11-12,Lang/Arts,11-12.W.7,Writing Standards,,
11-12,Lang/Arts,11-12.W.8,Writing Standards,,
11-12,Lang/Arts,11-12.W.9,Writing Standards,,
11-12,Lang/Arts,11-12.W.9a,Writing Standards,,
11-12,Lang/Arts,11-12.W.9b,Writing Standards,,
11-12,Lang/Arts,11-12.W.10,Writing Standards,,
11-12,Lang/Arts,11-12.RH.1,Reading Literacy in History/Social Studies,,
11-12,Lang/Arts,11-12.RH.2,Reading Literacy in History/Social Studies,,
11-12,Lang/Arts,11-12.RH.3,Reading Literacy in History/Social Studies,,
11-12,Lang/Arts,11-12.RH.4,Reading Literacy in History/Social Studies,,
11-12,Lang/Arts,11-12.RH.5,Reading Literacy in History/Social Studies,,
11-12,Lang/Arts,11-12.RH.6,Reading Literacy in History/Social Studies,,
11-12,Lang/Arts,11-12.RH.7,Reading Literacy in History/Social Studies,,
11-12,Lang/Arts,11-12.RH.8,Reading Literacy in History/Social Studies,,
11-12,Lang/Arts,11-12.RH.9,Reading Literacy in History/Social Studies,,
11-12,Lang/Arts,11-12.RH.10,Reading Literacy in History/Social Studies,,
11-12,Lang/Arts,11-12.RST.1,Reading Literacy in Science and Technical Subjects,,
11-12,Lang/Arts,11-12.RST.2,Reading Literacy in Science and Technical Subjects,,
11-12,Lang/Arts,11-12.RST.3,Reading Literacy in Science and Technical Subjects,,
11-12,Lang/Arts,11-12.RST.4,Reading Literacy in Science and Technical Subjects,,
11-12,Lang/Arts,11-12.RST.5,Reading Literacy in Science and Technical Subjects,,
11-12,Lang/Arts,11-12.RST.6,Reading Literacy in Science and Technical Subjects,,
11-12,Lang/Arts,11-12.RST.7,Reading Literacy in Science and Technical Subjects,,
11-12,Lang/Arts,11-12.RST.8,Reading Literacy in Science and Technical Subjects,,
11-12,Lang/Arts,11-12.RST.9,Reading Literacy in Science and Technical Subjects,,
11-12,Lang/Arts,11-12.RST.10,Reading Literacy in Science and Technical Subjects,,
11-12,Lang/Arts,11-12.WHST.1,"Writing Literacy in History/Social Studies, Science, and Technical Subjects",,
11-12,Lang/Arts,11-12.WHST.1a,"Writing Literacy in History/Social Studies, Science, and Technical Subjects",,
11-12,Lang/Arts,11-12.WHST.1b,"Writing Literacy in History/Social Studies, Science, and Technical Subjects",,
11-12,Lang/Arts,11-12.WHST.1c,"Writing Literacy in History/Social Studies, Science, and Technical Subjects",,
11-12,Lang/Arts,11-12.WHST.1d,"Writing Literacy in History/Social Studies, Science, and Technical Subjects",,
11-12,Lang/Arts,11-12.WHST.1e,"Writing Literacy in History/Social Studies, Science, and Technical Subjects",,
11-12,Lang/Arts,11-12.WHST.2,"Writing Literacy in History/Social Studies, Science, and Technical Subjects",,
11-12,Lang/Arts,11-12.WHST.2a,"Writing Literacy in History/Social Studies, Science, and Technical Subjects",,
11-12,Lang/Arts,11-12.WHST.2b,"Writing Literacy in History/Social Studies, Science, and Technical Subjects",,
11-12,Lang/Arts,11-12.WHST.2c,"Writing Literacy in History/Social Studies, Science, and Technical Subjects",,
11-12,Lang/Arts,11-12.WHST.2d,"Writing Literacy in History/Social Studies, Science, and Technical Subjects",,
11-12,Lang/Arts,11-12.WHST.2e,"Writing Literacy in History/Social Studies, Science, and Technical Subjects",,
11-12,Lang/Arts,11-12.WHST.4,"Writing Literacy in History/Social Studies, Science, and Technical Subjects",,
11-12,Lang/Arts,11-12.WHST.5,"Writing Literacy in History/Social Studies, Science, and Technical Subjects",,
11-12,Lang/Arts,11-12.WHST.6,"Writing Literacy in History/Social Studies, Science, and Technical Subjects",,
11-12,Lang/Arts,11-12.WHST.7,"Writing Literacy in History/Social Studies, Science, and Technical Subjects",,
11-12,Lang/Arts,11-12.WHST.8,"Writing Literacy in History/Social Studies, Science, and Technical Subjects",,
11-12,Lang/Arts,11-12.WHST.9,"Writing Literacy in History/Social Studies, Science, and Technical Subjects",,
11-12,Lang/Arts,11-12.WHST.10,"Writing Literacy in History/Social Studies, Science, and Technical Subjects",,
1,Lang/Arts,1.L.1,Language,Conventions of Standard English,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
1,Lang/Arts,1.L.1a,Language,Conventions of Standard English,Print all upper- and lowercase letters.
1,Lang/Arts,1.L.1b,Language,Conventions of Standard English,"Use common, proper, and possessive nouns."
1,Lang/Arts,1.L.1c,Language,Conventions of Standard English,"Use singular and plural nouns with matching verbs in basic sentences (e.g., He hops; We hop)."
1,Lang/Arts,1.L.1d,Language,Conventions of Standard English,"Use personal, possessive, and indefinite pronouns (e.g., I, me, my; they, them, their, anyone, everything)."
1,Lang/Arts,1.L.1e,Language,Conventions of Standard English,"Use verbs to convey a sense of past, present, and future (e.g., Yesterday I walked home; Today I walk home; Tomorrow I will walk home)."
1,Lang/Arts,1.L.1f,Language,Conventions of Standard English,Use frequently occurring adjectives.
1,Lang/Arts,1.L.1g,Language,Conventions of Standard English,"Use frequently occurring conjunctions (e.g., and, but, or, so, because)."
1,Lang/Arts,1.L.1h,Language,Conventions of Standard English,"Use determiners (e.g., articles, demonstratives)."
1,Lang/Arts,1.L.1i,Language Standards,Conventions of Standard English,"Use frequently occurring prepositions (e.g., during, beyond, toward)."
1,Lang/Arts,1.L.1j,Language Standards,Conventions of Standard English,"Produce and expand complete simple and compound declarative, interrogative, imperative, and exclamatory sentences in response to prompts."
1,Lang/Arts,1.L.2,Language Standards,Conventions of Standard English,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
1,Lang/Arts,1.L.2a,Language Standards,Conventions of Standard English,Capitalize dates and names of people.
1,Lang/Arts,1.L.2b,Language Standards,Conventions of Standard English,Use end punctuation for sentences.
1,Lang/Arts,1.L.2c,Language Standards,Conventions of Standard English,Use commas in dates and to separate single words in a series.
1,Lang/Arts,1.L.2d,Language Standards,Conventions of Standard English,Use conventional spelling for words with common spelling patterns and for frequently occurring irregular words.
1,Lang/Arts,1.L.2e,Language Standards,Conventions of Standard English,"Spell untaught words phonetically, drawing on phonemic awareness and spelling conventions."
1,Lang/Arts,1.L.4,Language Standards,Vocabulary Acquisition and Use,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 1 reading and content, choosing flexibly from an array of strategies."
1,Lang/Arts,1.L.4a,Language Standards,Vocabulary Acquisition and Use,Use sentence-level context as a clue to the meaning of a word or phrase.
1,Lang/Arts,1.L.4b,Language Standards,Vocabulary Acquisition and Use,Use frequently occurring affixes as a clue to the meaning of a word.
1,Lang/Arts,1.L.4c,Language Standards,Vocabulary Acquisition and Use,"Identify frequently occurring root words (e.g., look) and their inflectional forms (e.g., looks, looked, looking)."
1,Lang/Arts,1.L.5,Language Standards,Vocabulary Acquisition and Use,"With guidance and support from adults, demonstrate understanding of word relationships and nuances in word meanings."
1,Lang/Arts,1.L.5a,Language Standards,Vocabulary Acquisition and Use,"Sort words into categories (e.g., colors, clothing) to gain a sense of the concepts the categories represent."
1,Lang/Arts,1.L.5b,Language Standards,Vocabulary Acquisition and Use,"Define words by category and by one or more key attributes (e.g., a duck is a bird that swims; a tiger is a large cat with stripes)."
1,Lang/Arts,1.L.5c,Language Standards,Vocabulary Acquisition and Use,"Identify real-life connections between words and their use (e.g., note places at home that are cozy)."
1,Lang/Arts,1.L.5d,Language Standards,Vocabulary Acquisition and Use,"Distinguish shades of meaning among verbs differing in manner (e.g., look, peek, glance, stare, glare, scowl) and adjectives differing in intensity (e.g., large, gigantic) by defining or choosing them or by acting out the meanings."
1,Lang/Arts,1.L.6,Language Standards,Vocabulary Acquisition and Use,"Use words and phrases acquired through conversations, reading and being read to, and responding to texts, including using frequently occurring conjunctions to signal simple relationships (e.g., I named my hamster Nibblet because she nibbles too much because she likes that)."
1,Lang/Arts,1.RF.1,Reading Standards: Foundational Skills,Print Concepts,Demonstrate understanding of the organization and basic features of print.
1,Lang/Arts,1.RF.1a,Reading Standards: Foundational Skills,Print Concepts,"Recognize the distinguishing features of a sentence (e.g., first word, capitalization, ending punctuation)."
1,Lang/Arts,1.RF.2,Reading Standards: Foundational Skills,Phonological Awareness,"Demonstrate understanding of spoken words, syllables, and sounds (phonemes)."
1,Lang/Arts,1.RF.2a,Reading Standards: Foundational Skills,Phonological Awareness,Distinguish long from short vowel sounds in spoken single-syllable words .
1,Lang/Arts,1.RF.2b,Reading Standards: Foundational Skills,Phonological Awareness,"Orally produce single-syllable words by blending sounds (phonemes), including consonant blends."
1,Lang/Arts,1.RF.2c,Reading Standards: Foundational Skills,Phonological Awareness,"Isolate and pronounce initial, medial vowel, and final sounds (phonemes) in spoken single-syllable words."
1,Lang/Arts,1.RF.2d,Reading Standards: Foundational Skills,Phonological Awareness,Segment spoken single-syllable words into their complete sequence of individual sounds (phonemes).
1,Lang/Arts,1.RF.3,Reading Standards: Foundational Skills,Phonics and Word Recognition,Know and apply grade-level phonics and word analysis skills in decoding words.
1,Lang/Arts,1.RF.3a,Reading Standards: Foundational Skills,Phonics and Word Recognition,Know the spelling-sound correspondences for common consonant digraphs (two letters that represent one sound).
1,Lang/Arts,1.RF.3b,Reading Standards: Foundational Skills,Phonics and Word Recognition,Decode regularly spelled one-syllable words.
1,Lang/Arts,1.RF.3c,Reading Standards: Foundational Skills,Phonics and Word Recognition,Know final -e and common vowel team conventions for representing long vowel sounds.
1,Lang/Arts,1.RF.3d,Reading Standards: Foundational Skills,Phonics and Word Recognition,Use knowledge that every syllable must have a vowel sound to determine the number of syllables in a printed word.
1,Lang/Arts,1.RF.3e,Reading Standards: Foundational Skills,Phonics and Word Recognition,Decode two-syllable words following basic patterns by breaking the words into syllables.
1,Lang/Arts,1.RF.3f,Reading Standards: Foundational Skills,Phonics and Word Recognition,Read words with inflectional endings.
1,Lang/Arts,1.RF.3g,Reading Standards: Foundational Skills,Phonics and Word Recognition,Recognize and read grade-appropriate irregularly spelled words.
1,Lang/Arts,1.RF.4,Reading Standards: Foundational Skills,Fluency,Read with sufficient accuracy and fluency to support comprehension.
1,Lang/Arts,1.RF.4a,Reading Standards: Foundational Skills,Fluency,Read grade-level text with purpose and understanding.
1,Lang/Arts,1.RF.4b,Reading Standards: Foundational Skills,Fluency,"Read grade-level text orally with accuracy, appropriate rate, and expression."
1,Lang/Arts,1.RF.4c,Reading Standards: Foundational Skills,Fluency,"Use context to confirm or self-correct word recognition and understanding, rereading as necessary."
1,Lang/Arts,1.RI.1,Reading Standards for Informational Text,Key Ideas and Details,Ask and answer questions about key details in a text.
1,Lang/Arts,1.RI.2,Reading Standards for Informational Text,Key Ideas and Details,Identify the main topic and retell key details of a text.
1,Lang/Arts,1.RI.3,Reading Standards for Informational Text,Key Ideas and Details,"Describe the connection between two individuals, events, ideas, or pieces of information in a text."
1,Lang/Arts,1.RI.4,Reading Standards for Informational Text,Craft and Structure,Ask and answer questions to help determine or clarify the meaning of words and phrases in a text.
1,Lang/Arts,1.RI.5,Reading Standards for Informational Text,Craft and Structure,"Know and use various text features (e.g., headings, tables of contents, glossaries, electronic menus, icons) to locate key facts or information in a text."
1,Lang/Arts,1.RI.6,Reading Standards for Informational Text,Craft and Structure,Distinguish between information provided by pictures or other illustrations and information provided by the words in a text.
1,Lang/Arts,1.RI.7,Reading Standards for Informational Text,Integration of Knowledge and Ideas,Use the illustrations and details in a text to describe its key ideas.
1,Lang/Arts,1.RI.8,Reading Standards for Informational Text,Integration of Knowledge and Ideas,Identify the reasons an author gives to support points in a text.
1,Lang/Arts,1.RI.9,Reading Standards for Informational Text,Integration of Knowledge and Ideas,"Identify basic similarities in and differences between two texts on the same topic (e.g., in illustrations, descriptions, or procedures)."
1,Lang/Arts,1.RI.10,Reading Standards for Informational Text,Range of Reading and Level of Text Complexity,"With prompting and support, read informational texts appropriately complex for grade 1."
1,Lang/Arts,1.RL.1,Reading Standards for Literature,Key Ideas and Details,Ask and answer questions about key details in a text.
1,Lang/Arts,1.RL.2,Reading Standards for Literature,Key Ideas and Details,"Retell stories, including key details, and demonstrate understanding of their central message or lesson."
1,Lang/Arts,1.RL.3,Reading Standards for Literature,Key Ideas and Details,"Describe characters, settings, and major events in a story, using key details."
1,Lang/Arts,1.RL.4,Reading Standards for Literature,Craft and Structure,Identify words and phrases in stories or poems that suggest feelings or appeal to the senses.
1,Lang/Arts,1.RL.5,Reading Standards for Literature,Craft and Structure,"Explain major differences between books that tell stories and books that give information, drawing on a wide reading of a range of text types."
1,Lang/Arts,1.RL.6,Reading Standards for Literature,Craft and Structure,Identify who is telling the story at various points in a text.
1,Lang/Arts,1.RL.7,Reading Standards for Literature,Integration of Knowledge and Ideas,"Use illustrations and details in a story to describe its characters, setting, or events."
1,Lang/Arts,1.RL.9,Reading Standards for Literature,Integration of Knowledge and Ideas,Compare and contrast the adventures and experiences of characters in stories.
1,Lang/Arts,1.RL.10,Reading Standards for Literature,Range of Reading and Level of Text Complexity,"With prompting and support, read prose and poetry of appropriate complexity for grade 1."
1,Lang/Arts,1.SL.1,Speaking and Listening Standards,Comprehension and Collaboration,Participate in collaborative conversations with diverse partners about grade 1 topics and texts with peers and adults in small and larger groups.
1,Lang/Arts,1.SL.1a,Speaking and Listening Standards,Comprehension and Collaboration,"Follow agreed-upon rules for discussions (e.g., listening to others with care, speaking one at a time about the topics and texts under discussion)."
1,Lang/Arts,1.SL.1b,Speaking and Listening Standards,Comprehension and Collaboration,Build on others’ talk in conversations by responding to the comments of others through multiple exchanges.
1,Lang/Arts,1.SL.1c,Speaking and Listening Standards,Comprehension and Collaboration,Ask questions to clear up any confusion about the topics and texts under discussion.
1,Lang/Arts,1.SL.2,Speaking and Listening Standards,Comprehension and Collaboration,Ask and answer questions about key details in a text read aloud or information presented orally or through other media.
1,Lang/Arts,1.SL.3,Speaking and Listening Standards,Comprehension and Collaboration,Ask and answer questions about what a speaker says in order to gather additional information or clarify something that is not understood.
1,Lang/Arts,1.SL.4,Speaking and Listening Standards,Presentation of Knowledge and Ideas,"Describe people, places, things, and events with relevant details, expressing ideas and feelings clearly."
1,Lang/Arts,1.SL.5,Speaking and Listening Standards,Presentation of Knowledge and Ideas,"Add drawings or other visual displays to descriptions when appropriate to clarify ideas, thoughts, and feelings."
1,Lang/Arts,1.SL.6,Speaking and Listening Standards,Presentation of Knowledge and Ideas,Produce complete sentences when appropriate to task and situation. (See grade 1 Language standards 1 and 3 on page 26 for specific expectations.)
1,Lang/Arts,1.W.1,Writing Standards,Text Types and Purposes,"Write opinion pieces in which they introduce the topic or name the book they are writing about, state an opinion, supply a reason for the opinion, and provide some sense of closure."
1,Lang/Arts,1.W.2,Writing Standards,Text Types and Purposes,"Write informative/explanatory texts in which they name a topic, supply some facts about the topic, and provide some sense of closure."
1,Lang/Arts,1.W.3,Writing Standards,Text Types and Purposes,"Write narratives in which they recount two or more appropriately sequenced events, include some details regarding what happened, use temporal words to signal event order, and provide some sense of closure."
1,Lang/Arts,1.W.5,Writing Standards,Production and Distribution of Writing,"With guidance and support from adults, focus on a topic, respond to questions and suggestions from peers, and add details to strengthen writing as needed."
1,Lang/Arts,1.W.6,Writing Standards,Production and Distribution of Writing,"With guidance and support from adults, use a variety of digital tools to produce and publish writing, including in collaboration with peers."
1,Lang/Arts,1.W.7,Writing Standards,Research to Build and Present Knowledge,"Participate in shared research and writing projects (e.g., explore a number of “how-to” books on a given topic and use them to write a sequence of instructions)."
1,Lang/Arts,1.W.8,Writing Standards,Research to Build and Present Knowledge,"With guidance and support from adults, recall information from experiences or gather information from provided sources to answer a question."
K,Math,K.CC.1,Counting and Cardinality,,Count to 100 by ones and by tens.
K,Math,K.CC.2,Counting and Cardinality,,Count forward beginning from a given number within the known sequence (instead of having to begin at 1).
K,Math,K.CC.3,Counting and Cardinality,,Write numbers from 0 to 20. Represent a number of objects with a written numeral 0-20 (with 0 representing a count of no objects).
K,Math,K.CC.4,Counting and Cardinality,,Understand the relationship between numbers and quantities; connect counting to cardinality.
K,Math,K.CC.4a,Counting and Cardinality,,"When counting objects, say the number names in the standard order, pairing each object with one and only one number name and each number name with one and only one object."
K,Math,K.CC.4b,Counting and Cardinality,,Understand that the last number name said tells the number of objects counted. The number of objects is the same regardless of their arrangement or the order in which they were counted.
K,Math,K.CC.4c,Counting and Cardinality,,Understand that each successive number name refers to a quantity that is one larger.
K,Math,K.CC.5,Counting and Cardinality,,"Count to answer ""how many?"" questions about as many as 20 things arranged in a line, a rectangular array, or a circle, or as many as 10 things in a scattered configuration; given a number from 1-20, count out that many objects."
K,Math,K.CC.6,Counting and Cardinality,,"Identify whether the number of objects in one group is greater than, less than, or equal to the number of objects in another group, e.g., by using matching and counting strategies. (Include groups with up to ten objects.)"
K,Math,K.CC.7,Counting and Cardinality,,Compare two numbers between 1 and 10 presented as written numerals.
K,Math,K.OA.1,Operations and Algebraic Thinking,,"Represent addition and subtraction with objects, fingers, mental images, drawings (drawings need not show details, but should show the mathematics in the problem), sounds (e.g., claps), acting out situations, verbal explanations, expressions, or equations."
K,Math,K.OA.2,Operations and Algebraic Thinking,,"Solve addition and subtraction word problems, and add and subtract within 10, e.g., by using objects or drawings to represent the problem."
K,Math,K.OA.3,Operations and Algebraic Thinking,,"Decompose numbers less than or equal to 10 into pairs in more than one way, e.g., by using objects or drawings, and record each decomposition by a drawing or equation (e.g., 5 = 2 + 3 and 5 = 4 + 1)."
K,Math,K.OA.4,Operations and Algebraic Thinking,,"For any number from 1 to 9, find the number that makes 10 when added to the given number, e.g., by using objects or drawings, and record the answer with a drawing or equation."
K,Math,K.OA.5,Operations and Algebraic Thinking,,Fluently add and subtract within 5.
K,Math,K.NBT.1,Number and Operations in Base Ten,,"Compose and decompose numbers from 11 to 19 into ten ones and some further ones, e.g., by using objects or drawings, and record each composition or decomposition by a drawing or equation (such as 18 = 10 + 8); understand that these numbers are composed of ten ones and one, two, three, four, five, six, seven, eight, or nine ones."
K,Math,K.MD.1,Measurement and Data,,"Describe measurable attributes of objects, such as length or weight. Describe several measurable attributes of a single object."
K,Math,K.MD.2,Measurement and Data,,"Directly compare two objects with a measurable attribute in common, to see which object has ""more of""/""less of"" the attribute, and describe the difference. For example, directly compare the heights of two children and describe one child as taller/shorter."
K,Math,K.MD.3,Measurement and Data,,Classify objects into given categories; count the numbers of objects in each category and sort the categories by count. (Limit category counts to be less than or equal to 10.)
K,Math,K.G.1,Geometry,,"Describe objects in the environment using names of shapes, and describe the relative positions of these objects using terms such as above, below, beside, in front of, behind, and next to."
K,Math,K.G.2,Geometry,,Correctly name shapes regardless of their orientations or overall size.
K,Math,K.G.3,Geometry,,"Identify shapes as two-dimensional (lying in a plane, ""flat"") or three-dimensional (""solid"")."
K,Math,K.G.4,Geometry,,"Analyze and compare two- and three-dimensional shapes, in different sizes and orientations, using informal language to describe their similarities, differences, parts (e.g., number of sides and vertices/""corners"") and other attributes (e.g., having sides of equal length)."
K,Math,K.G.5,Geometry,,"Model shapes in the world by building shapes from components (e.g., sticks and clay balls) and drawing shapes."
K,Math,K.G.6,Geometry,,"Compose simple shapes to form larger shapes. For example, ""can you join these two triangles with full sides touching to make a rectangle?"""
8,Math,8.NS.1,The Number System,,"Know that numbers that are not rational are called irrational. Understand informally that every number has a decimal expansion; for rational numbers show that the decimal expansion repeats eventually, and convert a decimal expansion which repeats eventually into a rational number."
8,Math,8.NS.2,The Number System,,"Use rational approximations of irrational numbers to compare the size of irrational numbers, locate them approximately on a number line diagram, and estimate the value of expressions (e.g., ?^2). For example, by truncating the decimal expansion of &radic;2 (square root of 2), show that &radic;2 is between 1 and 2, then between 1.4 and 1.5, and explain how to continue on to get better approximations."
8,Math,8.EE.1,Expressions and Equations,,"Know and apply the properties of integer exponents to generate equivalent numerical expressions. For example, 3^2 _ 3^(-5) = 3^(-3) = 1/(3^3) = 1/27."
8,Math,8.EE.2,Expressions and Equations,,"Use square root and cube root symbols to represent solutions to equations of the form x^2 = p and x^3 = p, where p is a positive rational number. Evaluate square roots of small perfect squares and cube roots of small perfect cubes. Know that &radic;2 is irrational."
8,Math,8.EE.3,Expressions and Equations,,"Use numbers expressed in the form of a single digit times an integer power of 10 to estimate very large or very small quantities, and to express how many times as much one is than the other. For example, estimate the population of the United States as 3 _ 10^8 and the population of the world as 7 _ 10^9, and determine that the world population is more than 20 times larger."
8,Math,8.EE.4,Expressions and Equations,,"Perform operations with numbers expressed in scientific notation, including problems where both decimal and scientific notation are used. Use scientific notation and choose units of appropriate size for measurements of very large or very small quantities (e.g., use millimeters per year for seafloor spreading). Interpret scientific notation that has been generated by technology."
8,Math,8.EE.5,Expressions and Equations,,"Graph proportional relationships, interpreting the unit rate as the slope of the graph. Compare two different proportional relationships represented in different ways. For example, compare a distance-time graph to a distance-time equation to determine which of two moving objects has greater speed."
8,Math,8.EE.6,Expressions and Equations,,Use similar triangles to explain why the slope m is the same between any two distinct points on a non-vertical line in the coordinate plane; derive the equation y =mx for a line through the origin and the equation y = mx + b for a line intercepting the vertical axis at b.
8,Math,8.EE.7,Expressions and Equations,,Solve linear equations in one variable.
8,Math,8.EE.7a,Expressions and Equations,,"Give examples of linear equations in one variable with one solution, infinitely many solutions, or no solutions. Show which of these possibilities is the case by successively transforming the given equation into simpler forms, until an equivalent equation of the form x = a, a = a, or a = b results (where a and b are different numbers)."
8,Math,8.EE.7b,Expressions and Equations,,"Solve linear equations with rational number coefficients, including equations whose solutions require expanding expressions using the distributive property and collecting like terms."
8,Math,8.EE.8,Expressions and Equations,,Analyze and solve pairs of simultaneous linear equations.
8,Math,8.EE.8a,Expressions and Equations,,"Understand that solutions to a system of two linear equations in two variables correspond to points of intersection of their graphs, because points of intersection satisfy both equations simultaneously."
8,Math,8.EE.8b,Expressions and Equations,,"Solve systems of two linear equations in two variables algebraically, and estimate solutions by graphing the equations. Solve simple cases by inspection. For example, 3x + 2y = 5 and 3x + 2y = 6 have no solution because 3x + 2y cannot simultaneously be 5 and 6."
8,Math,8.EE.8c,Expressions and Equations,,"Solve real-world and mathematical problems leading to two linear equations in two variables. For example, given coordinates for two pairs of points, determine whether the line through the first pair of points intersects the line through the second pair."
8,Math,8.F.1,Functions,,Understand that a function is a rule that assigns to each input exactly one output. The graph of a function is the set of ordered pairs consisting of an input and the corresponding output. (Function notation is not required in Grade 8.)
8,Math,8.F.2,Functions,,"Compare properties of two functions each represented in a different way (algebraically, graphically, numerically in tables, or by verbal descriptions). For example, given a linear function represented by a table of values and a linear function represented by an algebraic expression, determine which function has the greater rate of change."
8,Math,8.F.3,Functions,,"Interpret the equation y = mx + b as defining a linear function, whose graph is a straight line; give examples of functions that are not linear. For example, the function A = s^2 giving the area of a square as a function of its side length is not linear because its graph contains the points (1,1), (2,4) and (3,9), which are not on a straight line."
8,Math,8.F.4,Functions,,"Construct a function to model a linear relationship between two quantities. Determine the rate of change and initial value of the function from a description of a relationship or from two (x, y) values, including reading these from a table or from a graph. Interpret the rate of change and initial value of a linear function in terms of the situation it models, and in terms of its graph or a table of values."
